Gene.ID	Gene.Name	1.AD_A	2.AD_A	3.AD_A	4.AD_A	1.AD_B	2.AD_B	3.AD_B	4.AD_B	1.AD_C	2.AD_C	3.AD_C	4.AD_C
ENSG00000119638	NEK9	77385	4724.6	116520	116570	38464	2060.4	54005	55105	27872	1521.2	41657	42461
ENSG00000119640	ACYP1	181920	8873.6	188840	247630	77673	3626.7	70445	119170	57409	2667.1	57628	82688
ENSG00000119689	DLST	298690	14300	310030	374640	171890	8522.5	187620	210600	209340	9618.4	208070	252020
ENSG00000119711	ALDH6A1	718270	37440	851300	1075000	489170	25572	579710	742880	383560	19746	436200	549700
ENSG00000119723	COQ6	88480	4874.7	124350	108250	40872	1989.8	56912	49575	17145	687.22	24729	20165
ENSG00000119787	ATL2	115500	5809.3	125670	169510	42838	1858.3	48626	68213	27752	1238.3	31451	44058
ENSG00000119979	DENND10	162460	8128.7	186190	286540	168400	8751.5	199960	286290	63835	2773.3	73845	107960
ENSG00000120053	GOT1	463290	24415	510380	660250	188460	9577.2	197590	282070	182740	10320	188590	269590
ENSG00000120063	GNA13	134970	7082.4	155730	286870	137540	6795	150710	286110	123750	6040	139250	236430
ENSG00000120251	GRIA2	358410	17290	355810	553830	137240	7146.2	141070	223210	96271	4691.6	98844	142980
ENSG00000120254	MTHFD1L	84029	5097.1	102770	108650	73778	3560.4	90106	97290	33768	1313	37060	42506
ENSG00000120438	TCP1	533810	25486	578140	666110	346100	17534	373690	465460	222800	11415	246080	312020
ENSG00000120549	KIAA1217	292150	15465	319220	360020	82146	4555.6	83175	102780	137210	6971.2	138970	202690
ENSG00000120694	HSPH1	350820	21284	328450	532460	149930	7205.8	158560	247000	78556	4152.8	81832	125630
ENSG00000120705	ETF1	191220	10345	221810	276290	46335	1329.8	50621	76817	30410	1558	34924	55059
ENSG00000120860	WASHC3	119310	7832.6	159400	162380	123040	8673.7	169730	148960	71321	4558	92984	87652
ENSG00000120885	CLU	274550	14160	357310	535810	264130	14028	329830	491840	295020	15421	360890	525110
ENSG00000120899	PTK2B	560030	29365	689140	852410	304480	16302	361570	474670	184380	9063.4	232190	291300
ENSG00000120910	PPP3CC	67552	2367.8	77995	93236	25554	955	28763	36895	16166	530.36	18882	22561
ENSG00000120913	PDLIM2	9165	342.6	13364	16270	4275.2	190.29	6988.7	7110.9	0	0	0	0
ENSG00000120915	EPHX2	121970	6641	129000	171550	168810	9375.4	191270	239230	50696	2475.3	52940	74628
ENSG00000120948	TARDBP	11027	451.65	13405	17506	4812.6	107.09	5850.5	7910.6	4554.6	144.46	6921.4	7369.6
ENSG00000121022	COPS5	190960	10549	235080	243730	81118	4040.9	90769	109730	38220	1972.9	45243	50436
ENSG00000121057	AKAP1	13530	534.49	17186	17472	7044.9	231.39	10037	8983	4412.1	239.37	6036.7	6253.1
ENSG00000121390	PSPC1	0	0	0	0	68205	3506.6	72744	95384	62195	2593.9	66668	96557
ENSG00000121691	CAT	100610	4285.1	94781	99876	138090	6422.1	130690	138560	54631	2452.9	54494	54938
ENSG00000121769	FABP3	842930	39293	777730	1275300	450160	24623	439970	663830	253100	11516	237430	374430
ENSG00000122126	OCRL	153840	7358.5	205920	290970	75976	3887	79481	121970	30289	1785.1	37414	54960
ENSG00000122218	COPA	162170	8582.6	176020	217430	122250	6587.7	138740	176890	64997	3221.8	70032	93043
ENSG00000122378	PRXL2A	220370	11068	334350	466710	48172	2885.2	105150	135790	0	0	54529	70414
ENSG00000122545	SEPTIN7	2196600	114410	2312000	3228200	1047700	50476	1088600	1486500	738230	38244	798260	1121400
ENSG00000122566	HNRNPA2B1	352070	17294	209660	727230	271380	12030	155470	548730	268840	13227	168760	537000
ENSG00000122694	GLIPR2	57242	2504.1	120160	161690	19879	892.13	41603	57233	9499.9	285.14	23268	28887
ENSG00000122705	CLTA	11153	449.64	10876	201790	2639.4	182.65	2345.1	162680	0	0	0	33197
ENSG00000122733	PHF24	10913	354.36	12203	9771.4	6223.3	138.51	7150.9	5504	5240.1	0	5081.6	4514
ENSG00000122756	CNTFR	67837	2824.1	86001	96622	25736	1489.6	30370	31159	0	0	0	0
ENSG00000122778	KIAA1549	0	0	0	0	49633	2689.4	54561	53899	22740	926.62	25779	25474
ENSG00000122958	VPS26A	395930	22944	452800	521130	87829	4667.3	108350	119940	51924	3013	62411	69940
ENSG00000122966	CIT	97165	3779.3	122760	140670	134950	5482.4	146990	179720	87514	3560.2	92300	112220
ENSG00000122971	ACADS	73514	4184.1	143890	144330	22587	1391.5	72798	68854	14036	855.2	36493	34705
ENSG00000123104	ITPR2	69597	4646	85332	115230	33278	1606.1	42944	53077	0	0	0	0
ENSG00000123119	NECAB1	105540	4334.3	89451	94689	14945	723.72	13318	14461	7196.7	378.28	7581.1	7492.1
ENSG00000123130	ACOT9	129420	5746.2	152120	207250	60916	3296.9	65251	93864	32941	1766.9	36237	51586
ENSG00000123159	GIPC1	22688	2336.1	45754	52774	28858	1451.5	38692	52863	10738	377.67	15794	20748
ENSG00000123213	NLN	248500	11977	303050	320030	104850	4784	131540	138930	71021	3333.1	83274	91598
ENSG00000123384	LRP1	307450	15326	399960	544740	161610	7287.2	186100	234680	82263	3853.6	103850	133610
ENSG00000123395	ATG101	66677	3288	90467	88696	0	0	0	0	13099	554.74	18866	18646
ENSG00000123472	ATPAF1	261510	13659	282840	354680	105400	5190.4	116120	149770	53079	2812	56689	72559
ENSG00000123545	NDUFAF4	435790	20914	428710	624530	262070	12286	241780	366300	34030	1245.3	36178	46529
ENSG00000123560	PLP1	8772.2	285.76	11115	12215	5787	87.384	8383.2	8993.6	5765.7	164.21	7736.2	8626.8
ENSG00000123684	LPGAT1	19787	839.54	20158	20703	0	0	0	0	8374.1	326.65	9840.7	11424
ENSG00000123836	PFKFB2	386690	19653	445720	654450	140010	6318.5	161660	249650	90806	4684.9	104390	167460
ENSG00000123992	DNPEP	91199	4704.8	109400	149360	51939	2409.6	64138	79624	72682	3841.4	84274	122550
ENSG00000124126	PREX1	96695	4591.1	118860	159500	65166	3648.3	81664	100950	16247	802.3	18629	30401
ENSG00000124155	PIGT	77889	4339.5	91244	109210	57120	3038.8	72102	82465	40810	1889.6	48584	55795
ENSG00000124160	NCOA5	38649	1803.8	51337	52018	20558	954.66	28391	28086	13272	628.37	18246	19057
ENSG00000124164	VAPB	36109	1729.8	40457	57190	35379	1499	36060	66195	32898	1789.8	31380	66372
ENSG00000124181	PLCG1	103750	4812.8	155680	154310	42853	2526.2	61407	78217	49847	2533	70104	79381
ENSG00000124207	CSE1L	329480	17350	378120	553690	127860	6029.5	139140	225630	107550	6240.4	115720	194390
ENSG00000124214	STAU1	98462	5449.8	97241	126150	40547	2022.7	39647	52620	6828.8	207.7	7363.6	11489
ENSG00000124222	STX16	6124.9	184.95	6894.1	6663.3	0	0	0	0	6750.1	160.29	5343.9	9624.9
ENSG00000124299	PEPD	167880	9728.7	182100	260620	78630	4693.5	83901	123100	105780	5848.6	99670	150310
ENSG00000124313	IQSEC2	543120	30126	526470	849500	360500	19372	355290	555210	119270	6463.2	110790	177830
ENSG00000124357	NAGK	225440	13054	241140	419540	102700	4821.4	122980	181040	66112	3035.5	66819	123850
ENSG00000124406	ATP8A1	169550	10686	240880	332010	108950	6045	161960	242640	49276	3502.9	90553	134910
ENSG00000124491	F13A1	40849	2120.6	50663	66029	12591	394.34	15255	18622	0	0	0	0
ENSG00000124507	PACSIN1	223340	11501	142870	324720	230380	12252	146100	333750	185540	8746.9	116970	260500
ENSG00000124523	SIRT5	24099	1269.2	55169	61970	0	0	11292	14267	4105.4	159.29	15984	18500
ENSG00000124570	SERPINB6	29483	1556.4	40101	57090	13450	667.19	18672	26357	0	0	0	0
ENSG00000124614	RPS10	151510	7563.5	176270	222100	68632	2666	84616	110060	19054	726.58	21681	27703
ENSG00000124767	GLO1	361080	18835	432660	577920	196960	10491	241990	328530	89241	4556.1	103690	151720
ENSG00000124772	CPNE5	532270	29648	601510	745840	241970	13989	268780	362070	94936	4923.7	104180	149420
ENSG00000124783	SSR1	33178	1832.9	37468	46563	20927	1012	23881	29104	15002	614.64	17621	21487
ENSG00000124802	EEF1E1	31999	1298.9	37769	42390	11380	590.46	12848	12974	6301.7	0	7153.3	9093.8
ENSG00000124942	AHNAK	1715600	82001	1939800	3562600	606840	23713	646230	1321200	443700	16859	493210	976030
ENSG00000125149	C16orf70	106890	5083.9	141170	130460	24003	1117.1	29509	27799	31358	1603.3	40039	35637
ENSG00000125166	GOT2	505960	25078	528470	779110	321630	16637	326570	489780	237510	11899	236770	358730
ENSG00000125249	RAP2A	333660	15697	415400	564230	133970	7276.1	157690	212630	65909	3243.5	76008	100700
ENSG00000125458	NT5C	14809	826.59	21537	23036	0	0	0	0	4604.1	219.75	7338	6629.8
ENSG00000125503	PPP1R12C	75609	4080.4	81046	103300	32464	1657.6	33651	44552	8804.5	277.1	9464.5	13172
ENSG00000125648	SLC25A23	93656	4992.9	101050	108580	5524	525.23	8624.4	10303	10316	498.17	13908	14368
ENSG00000125675	GRIA3	0	0	17690	18163	12250	671.56	29732	30291	6103.2	191.97	16979	17768
ENSG00000125730	C3	110710	5966.8	98865	238770	157400	6924.2	141090	348740	105410	5501.9	96715	199810
ENSG00000125743	SNRPD2	29999	1900.7	33835	46392	24578	1318	25241	35826	59498	2847.4	63607	87620
ENSG00000125772	GPCPD1	0	0	0	0	28497	1498.2	25323	32394	13292	590.95	12814	15850
ENSG00000125814	NAPB	667170	36311	680060	1010900	269310	14203	288870	414670	139470	7425.3	145930	207190
ENSG00000125821	DTD1	85337	3908.4	104180	118890	44837	2202.8	55447	60527	25781	1228.4	31816	36983
ENSG00000125827	TMX4	207570	11868	272240	296200	0	0	0	0	53831	2871.5	71157	84426
ENSG00000125844	RRBP1	158140	7520.9	213800	270450	41499	1754	50262	57482	30776	1414	35625	39736
ENSG00000125868	DSTN	566250	29947	714650	923470	273760	14289	334920	430430	219180	11570	288160	382150
ENSG00000125912	NCLN	86064	4852.9	110670	103720	39362	1989.8	49615	50081	21883	919.75	30443	29655
ENSG00000125970	RALY	58265	2948.7	76686	101940	70660	3139.4	83499	114300	47906	2723.7	54434	74812
ENSG00000126016	AMOT	11762	437.88	19096	15794	5370.8	239.23	8480.3	7602	0	0	0	0
ENSG00000126214	KLC1	8934.5	431.02	8027.7	11129	0	0	0	0	15223	511.19	16385	20550
ENSG00000126247	CAPNS1	68536	3429.5	75604	144030	41654	1881.3	46295	88000	28007	659.99	29233	56917
ENSG00000126261	UBA2	165220	8775.9	182540	253710	77384	4537.9	92618	115640	64887	3316	67976	105510
ENSG00000126432	PRDX5	952090	54669	1156500	1427400	428160	21796	560600	673820	303710	16439	380770	460620
ENSG00000126458	RRAS	156840	8020.4	176590	234960	86103	3936.3	101640	129430	18006	672.63	24032	27394
ENSG00000126522	ASL	92219	6299.7	123610	164980	51209	2608.6	69050	85965	0	126.87	3542.1	6364.6
ENSG00000126524	SBDS	332470	15798	381110	621960	138930	6623.1	158320	263570	102410	4807.5	120510	216690
ENSG00000126581	BECN1	21122	832.31	26151	34723	11825	578.13	13638	19524	0	197.67	3453.2	4689.4
ENSG00000126583	PRKCG	354880	18773	419190	423030	255460	12678	289330	300780	190510	12061	223810	220580
ENSG00000126602	TRAP1	283860	16427	337420	445240	164500	8396.8	149850	233060	33621	2476.7	54953	70680
ENSG00000126777	KTN1	360600	19955	394890	531930	200300	10655	243880	342450	90665	4471	94820	167750
ENSG00000126803	HSPA2	328460	15480	373790	745150	236360	11410	257150	542240	164760	7186.6	176190	376860
ENSG00000126861	OMG	118390	5736.5	118110	231750	55297	2796.7	56514	123070	34986	2002.3	33768	67270
ENSG00000126878	AIF1L	153870	7830.6	110610	278080	53915	2712.7	40263	96943	33635	1577.1	27448	55960
ENSG00000126934	MAP2K2	0	0	0	0	44634	2481.5	47130	75257	21297	835.87	19730	38039
ENSG00000126950	TMEM35A	152500	7142.9	178580	189930	83056	4526.5	109400	78170	47750	2229.6	64019	48059
ENSG00000126953	TIMM8A	494870	26141	511810	530640	231210	13502	242510	251070	142160	7475.8	153790	151400
ENSG00000127445	PIN1	36430	1711.3	38275	41626	31111	1529.4	33759	32613	29012	1315.8	30073	30748
ENSG00000127463	EMC1	0	0	0	0	65870	3259.6	83425	89121	20526	1198.4	23120	23804
ENSG00000127481	UBR4	264810	12936	317440	427150	108460	5625.4	134360	178780	96700	3654.9	114190	146450
ENSG00000127483	HP1BP3	220890	11961	259770	413920	92160	4679.5	109040	173520	136760	8666.8	177010	244490
ENSG00000127527	EPS15L1	418790	21627	438100	616210	238120	13779	266280	376800	207690	10767	222570	298980
ENSG00000127561	SYNGR3	227250	11058	242580	221900	193520	8536.6	213390	193920	94617	5943	108530	96029
ENSG00000127585	FBXL16	58920	2935.5	76137	77609	32288	2092.4	62704	65857	65821	3442.2	82587	1e+05
ENSG00000127588	GNG13	77186	4144.4	101700	109770	84659	4616.5	108370	124170	0	0	0	0
ENSG00000127603	MACF1	1432600	70181	1593400	1975800	628030	30604	677660	874530	345890	17696	422920	542810
ENSG00000127824	TUBA4A	397790	19247	443690	337900	327370	18463	387710	280940	175550	9816.9	199430	148450
ENSG00000127837	AAMP	60087	3142.5	68648	126590	33305	1638.1	35953	64285	0	0	0	7578.4
ENSG00000127884	ECHS1	388880	20424	377530	537240	334960	17288	320280	479880	126780	6577.4	120320	174350
ENSG00000127948	POR	466360	23914	524300	607870	209640	9927.4	247890	285800	121280	5085.8	139820	156470
ENSG00000127955	GNAI1	110620	5951.5	110610	154610	92590	4808.6	94320	143530	38948	2208.6	40177	58615
ENSG00000128050	PAICS	318450	14759	344320	552790	224290	10238	243310	375970	174550	9361.9	199090	317790
ENSG00000128059	PPAT	80212	3554.8	90357	83035	0	0	0	0	151630	9327	192120	285990
ENSG00000128245	YWHAH	466730	25228	495070	840630	282840	13853	303110	489360	375050	19467	372960	671840
ENSG00000128266	GNAZ	139520	7705.9	164490	175080	96384	5486.7	112560	112680	69633	3590.8	77901	82256
ENSG00000128309	MPST	68801	2792.5	80231	101660	170430	8015	186640	239100	89499	3858.9	94972	125620
ENSG00000128463	EMC4	8727.3	347.3	10698	12583	4019.5	124.79	7197.4	7200	2987.5	162.11	3668.6	4846.8
ENSG00000128487	SPECC1	0	0	0	0	5256.6	142.05	7043.7	5935.8	3425.3	158.29	5111.8	4599.7
ENSG00000128512	DOCK4	17525	574.08	79657	81290	31818	1693.8	62598	72726	23937	1200.6	43818	53518
ENSG00000128524	ATP6V1F	252130	13379	246590	288800	93260	4404.6	82731	101820	94532	4728.8	89700	112740
ENSG00000128564	VGF	82045	4950.8	373880	172170	115480	5834.2	244070	91586	119150	6626.9	185190	98297
ENSG00000128591	FLNC	86970	4566.6	131890	233690	24184	916.15	26967	46704	22877	998.19	39993	65937
ENSG00000128656	CHN1	7392.1	393.25	8362	15082	18498	784.83	18511	33016	19561	728.96	23403	36412
ENSG00000128683	GAD1	0	0	0	0	113450	5932.4	125760	155070	35158	2054.8	36100	45525
ENSG00000128872	TMOD2	426380	25470	358210	748320	100740	4450	61357	190620	122530	5748.1	87032	211090
ENSG00000128928	IVD	407860	20812	515010	604860	124680	7186.5	173520	178420	138140	6900	191780	191410
ENSG00000129003	VPS13C	115160	5223.7	129500	157010	73598	3530.5	84641	103180	66929	2921.1	79425	95468
ENSG00000129083	COPB1	140590	6970	174660	204230	30569	1608.6	35550	48273	15551	823.49	19633	26759
ENSG00000129084	PSMA1	481800	26233	612170	693370	126080	6790.5	159390	178930	65525	3799.5	89415	98183
ENSG00000129103	SUMF2	46211	1824.9	55587	51283	26414	996.72	34895	29690	12263	410.43	15171	13940
ENSG00000129151	BBOX1	131790	6655.5	190330	295090	73723	3932.4	116690	158150	57187	3350.5	86574	122180
ENSG00000129245	FXR2	67007	3189.2	77675	93607	25029	1344.7	28508	33729	0	0	0	0
ENSG00000129351	ILF3	626940	31910	571180	991890	275770	13513	259130	461530	208050	10835	184280	329860
ENSG00000129625	REEP5	43947	2309.4	41928	54391	29512	1280.6	29361	39264	21880	1120.9	19521	26080
ENSG00000129636	ITFG1	45191	2249.6	54919	67365	18059	950.08	22233	30205	14197	503.45	16958	22143
ENSG00000129675	ARHGEF6	26848	1063.7	28866	40266	11756	554.28	14452	19336	10457	522.83	12145	14636
ENSG00000130175	PRKCSH	422470	22695	480530	628290	273750	14096	316370	399500	118100	6378	132340	186830
ENSG00000130193	THEM6	124140	5761.6	147500	192570	45152	2634.8	57180	72956	52323	2364.3	60880	82851
ENSG00000130203	APOE	244280	9842.8	338730	499990	66897	2722.7	102420	150560	40800	1697.6	70070	102690
ENSG00000130204	TOMM40	224400	12074	248650	321720	82988	3924.6	92742	116110	54393	2343.1	62116	78069
ENSG00000130226	DPP6	178150	9599	253150	238370	38016	1911.2	49790	51107	8842.6	483.75	10178	11037
ENSG00000130227	XPO7	0	0	0	0	3065.9	118.69	3161.3	3033.5	2603	136.45	2786.1	2992.3
ENSG00000130254	SAFB2	90368	5342.3	133860	124000	53152	2506.1	76811	74883	32167	1243.1	44206	46267
ENSG00000130287	NCAN	697400	39743	852200	1056900	143950	7134.9	164750	261120	173960	8755.5	216900	298640
ENSG00000130294	KIF1A	135640	6888.4	171750	197040	126780	6479.6	152450	184580	69481	3663.1	80072	91819
ENSG00000130304	SLC27A1	109020	5775.8	124540	162130	24625	1007.7	28166	38877	40441	1584.3	40684	62891
ENSG00000130313	PGLS	596060	31948	758790	881240	220250	12074	291860	350700	121940	5382.1	154430	189720
ENSG00000130396	AFDN	97807	4915.6	117340	122360	47374	2225.6	58626	66152	32327	1308.9	51817	60059
ENSG00000130414	NDUFA10	175400	15854	317040	426660	238520	15064	330680	439260	203720	13818	257580	350670
ENSG00000130429	ARPC1B	31701	1547.2	29045	70895	13460	644.41	16126	20517	0	0	0	0
ENSG00000130540	SULT4A1	153690	7447.7	154800	244210	69238	2886.7	68281	111780	12385	513.73	11752	18736
ENSG00000130558	OLFM1	187380	8091.8	171520	177820	143310	6792.1	126650	143850	100230	5059.6	90357	99177
ENSG00000130559	CAMSAP1	17861	577.74	21325	24540	15542	565.86	16249	18699	0	0	0	0
ENSG00000130560	UBAC1	66128	3216.5	83207	74195	12063	602.38	15113	14075	13830	762.52	17376	14238
ENSG00000130640	TUBGCP2	215740	11122	265200	288910	13134	947.19	16363	18060	0	0	0	0
ENSG00000130669	PAK4	0	0	0	0	28082	1255.3	38146	32517	12985	728.89	17411	14151
ENSG00000130725	UBE2M	391090	19067	410850	541850	278050	14022	298080	409050	185390	8699.4	199360	230000
ENSG00000130726	TRIM28	186270	10116	207930	273400	157480	7537.1	152490	215750	84545	4521.8	79385	116260
ENSG00000130741	EIF2S3	181030	7967	203770	258840	20051	1121.2	22416	32319	0	0	0	0
ENSG00000130748	TMEM160	76769	3617.6	63891	83314	37061	1770.7	32823	42492	20592	1279.2	17632	20845
ENSG00000130764	LRRC47	646790	38859	772640	831000	332980	18021	431540	454050	231580	11483	304270	316610
ENSG00000130779	CLIP1	129100	5798.6	142200	196700	53786	2612.6	62702	83233	33002	1559.1	34720	52890
ENSG00000130787	HIP1R	106610	4978.7	128320	152580	156760	7771.5	180760	244280	87876	4107.1	100810	131920
ENSG00000130830	MPP1	164990	8095.9	193890	257290	71570	3497.6	86822	117850	56370	2945.8	63255	90154
ENSG00000130956	HABP4	0	0	0	0	33346	1462.7	43540	40881	30752	1672	40061	34052
ENSG00000130985	UBA1	84962	3814.8	98512	145040	278320	14993	251990	547120	118260	6110.4	107320	217960
ENSG00000131016	AKAP12	479140	21012	521460	834440	250920	12783	264600	471920	250830	13706	271410	472380
ENSG00000131018	SYNE1	280840	12331	287150	370810	115150	6491.3	163850	187930	69137	3840.2	84042	95847
ENSG00000131051	RBM39	25470	1283.4	28759	37009	0	0	0	0	6573.1	239.73	7172	11413
ENSG00000131067	GGT7	288240	13245	232190	302470	24175	1330.7	22407	26491	13995	915.23	12813	16485
ENSG00000131069	ACSS2	60941	2873.1	60740	113560	50164	2416.6	54272	87435	35334	1964.2	38601	66207
ENSG00000131089	ARHGEF9	68081	3277.9	78757	78951	0	0	0	0	9253.7	262.83	10886	11715
ENSG00000131143	COX4I1	828400	42373	658790	1063500	793840	43476	632490	1061000	402580	21123	328040	537300
ENSG00000131171	SH3BGRL	259850	12551	230930	448840	118910	5444.2	109090	200130	101470	5404.4	96886	169080
ENSG00000131236	CAP1	214380	10875	234140	317160	117880	5850.8	127080	195140	59951	2340.3	75966	94074
ENSG00000131378	RFTN1	242480	12671	253020	307010	124800	6584.4	132000	159080	79860	4581.2	88093	105520
ENSG00000131409	LRRC4B	47573	2366.9	56232	60992	14994	936.61	17373	19192	9605.1	302.02	10651	11610
ENSG00000131435	PDLIM4	134410	7469.4	165560	226800	55687	2220	64236	95650	27740	1446.9	38340	53885
ENSG00000131469	RPL27	196260	10195	227600	287450	90748	5082.8	104410	133290	110190	7421.9	141070	138180
ENSG00000131473	ACLY	322520	16388	447620	671050	210650	9830.9	238720	351940	70932	4082.5	94245	127330
ENSG00000131475	VPS25	46940	2238.1	46778	66452	77828	3759.1	76499	100810	14731	663.31	13888	21323
ENSG00000131558	EXOC4	53458	3406.6	68551	90463	51357	2269.7	71716	88917	5781.7	231.93	6768.8	9601.8
ENSG00000131626	PPFIA1	77260	4260.5	75358	99706	37026	1525	38510	47509	27218	1770.6	31139	38359
ENSG00000131711	MAP1B	914140	48835	1026000	1361200	722900	39111	852300	1205400	402990	19388	465730	627190
ENSG00000131725	WDR44	122880	5860.8	140190	157180	116070	5937.1	114500	156530	69299	3096.9	79243	94276
ENSG00000131773	KHDRBS3	91674	4758.2	87597	152970	58336	3682.5	52606	98312	31972	1819	28626	54980
ENSG00000131828	PDHA1	996880	47725	1112800	1208000	591470	29177	636830	721910	419730	19085	403670	512850
ENSG00000131966	ACTR10	7613.3	243.2	9109	13260	8607.5	484.69	9743	15724	6408.5	162.54	6790.9	11018
ENSG00000131981	LGALS3	22469	1444.1	24805	37980	9702.1	431.95	10488	16601	4241.9	145.3	4888.6	8641.7
ENSG00000132002	DNAJB1	333770	17735	451140	587340	81797	4314.3	164660	207360	62240	2387.7	147200	177500
ENSG00000132153	DHX30	134290	7212.6	197400	199480	52463	2040.1	83412	80366	49814	2595	72128	67753
ENSG00000132182	NUP210	19412	1037	24410	26498	9886.1	306.89	12556	13612	0	0	0	0
ENSG00000132254	ARFIP2	0	0	0	0	53927	2868.8	58494	79495	38409	1844.2	44323	59718
ENSG00000132305	IMMT	503940	22875	419970	631930	261560	12488	252100	331660	152770	8339.6	144590	205020
ENSG00000132330	SCLY	40821	2652.7	41968	60171	24364	1288.4	25742	37062	11369	694.44	16835	17533
