Gene ID	Gene Name	g4_g3.p-value	g4_g3.log2foldchange	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000213465	ARL2	0.783034712	0.1	0.665993117	0.1
ENSG00000213516	RBMXL1	0.401759085	-0.1	0.000739858	-0.4
ENSG00000213585	VDAC1	0.12532273	-0.2	0.00967027	0.2
ENSG00000213639	PPP1CB	0.685672357	0.1	0.337284342	0.1
ENSG00000213672	NCKIPSD	0.335438541	0.2	0.036949085	0.4
ENSG00000213995	NAXD	0.253087675	0	0.00158281	0.1
ENSG00000214078	CPNE1	0.869013324	0	0.178965498	0.3
ENSG00000214338	SOGA3	0.560840724	0.1	0.677501953	0.1
ENSG00000214517	PPME1	0.952243584	0	0.712337662	0
ENSG00000214736	TOMM6	0.400012623	0.4	0.149974942	0.5
ENSG00000215021	PHB2	0.974673507	0	0.01649519	0.2
ENSG00000221823	PPP3R1	0.718702677	-0.1	0.002993008	-0.8
ENSG00000221866	PLXNA4	0.718702677	0.1	0.702661889	-0.1
ENSG00000221914	PPP2R2A	0.180581002	-0.3	0.499655077	-0.1
ENSG00000230124	ACBD6	0.994452276	0	0.379965995	0.3
ENSG00000232434	AJM1	0.290928281	0.4	0.057342704	0.5
ENSG00000233276	GPX1	0.150787362	-0.2	0.00626843	0.3
ENSG00000233927	RPS28	0.789276301	0	0.0316843	-0.3
ENSG00000239264	TXNDC5	0.709456485	0	0.006317124	0.4
ENSG00000239857	GET4	0.347715511	-0.3	0.051090346	0.5
ENSG00000239900	ADSL	0.745159246	0.1	0.965874671	0
ENSG00000240344	PPIL3	0.948603337	0	0.271975907	0.3
ENSG00000240857	RDH14	0.652143768	0.1	0.061791308	0.4
ENSG00000241360	PDXP	0.292825482	0.5	0.105492993	0.6
ENSG00000241468	ATP5MF	0.665856377	0.1	0.005495628	0.4
ENSG00000241553	ARPC4	0.716946603	0	0.021949386	0.2
ENSG00000241685	ARPC1A	0.185913638	-0.1	0.004355309	0.3
ENSG00000241837	ATP5PO	0.507243299	0.1	0.004186119	0.5
ENSG00000241878	PISD	0.823728217	0	0.006240355	0.6
ENSG00000241973	PI4KA	0.638511543	-0.1	0.011554626	0.3
ENSG00000242498	ARPIN	0.789276301	0.1	0.262863759	0.3
ENSG00000243156	MICAL3	0.422295099	0.1	0.158463182	0.2
ENSG00000243279	PRAF2	0.461405697	-0.2	0.104168268	0.3
ENSG00000243789	JMJD7	0.868973876	0	0.09885109	0.2
ENSG00000243989	ACY1	0.795271743	0	0.002234856	0.4
ENSG00000244005	NFS1	0.870708572	-0.1	0.438349438	0.2
ENSG00000244038	DDOST	0.86615704	0	0.909081943	0
ENSG00000244734	HBB	0.269745697	0.2	0.018862141	0.3
ENSG00000247077	PGAM5	0.366141724	0.2	0.190697537	0.2
ENSG00000248098	BCKDHA	0.082926331	0.2	0.824345377	0
ENSG00000249915	PDCD6	0.12532273	-0.1	0.092039604	0.1
ENSG00000253729	PRKDC	0.948459382	0	0.972793431	0
ENSG00000254772	EEF1G	0.967468976	0	0.023614131	0.1
ENSG00000254999	BRK1	0.409571685	0.3	0.021914518	-0.7
ENSG00000256269	HMBS	0.934500438	0.1	0.601119095	0.2
ENSG00000257727	CNPY2	0.836697142	0.1	0.023679266	-0.5
ENSG00000259431	THTPA	0.957286073	0	0.027457025	0.4
ENSG00000262655	SPON1	0.349938001	0.1	0.002888174	0.3
ENSG00000262814	MRPL12	0.964787938	0	0.798396699	0.1
ENSG00000263001	GTF2I	0.934104346	0	0.904873367	0
ENSG00000265241	RBM8A	0.842928264	0	0.016618066	-0.5
ENSG00000265808	SEC22B	0.955698172	0	0.572700893	0.1
ENSG00000267855	NDUFA7	0.932088101	0	0.018256634	0.6
ENSG00000267909	CCDC177	0.287212471	-0.2	0.01375492	0.4
ENSG00000272325	NUDT3	0.319236024	-0.1	0.024661199	0.2
ENSG00000273079	GRIN2B	0.83932298	0.1	0.101020239	0.5
ENSG00000277586	NEFL	0.600127349	0	0.000614116	-0.5
